date;cultural_venues;gastronomy;essential_retail;non-essential_retail;major_events;events_and_gatherings;public_gatherings;tourism;traveling;school_facilities;university_facilities;sport_facilities;medical_facilities;mouth_and_nose_covering;new_infections;traceability_no;traceability_yes;curfew_no;curfew_yes
2020-11-01;2;2;2;2;3;2;4;2;5;2;2;2;2;2;254;0;1;1;0
2020-11-02;5;4;2;3;3;5;4;4;5;2;2;3;2;2;224;0;1;1;0
2020-11-03;5;4;2;3;3;5;4;4;5;2;2;3;2;2;333;0;1;1;0
2020-11-04;5;4;2;3;3;5;4;4;5;2;2;3;2;2;396;0;1;1;0
2020-11-05;5;4;2;3;3;5;4;4;5;2;2;3;2;2;380;0;1;1;0
2020-11-06;5;4;2;3;3;5;4;4;5;2;2;3;2;2;371;0;1;1;0
2020-11-07;5;4;2;3;3;5;4;4;5;2;2;3;2;2;308;0;1;1;0
2020-11-08;5;4;2;3;3;5;4;4;5;2;2;3;2;2;264;0;1;1;0
2020-11-09;5;4;2;3;3;5;4;4;3;2;2;3;2;2;166;0;1;1;0
2020-11-10;5;4;2;3;3;5;4;4;3;2;2;3;2;2;296;0;1;1;0
2020-11-11;5;4;2;3;3;5;4;4;3;2;2;3;2;2;308;0;1;1;0
2020-11-12;5;4;2;3;3;5;4;4;3;2;2;3;2;2;440;0;1;1;0
2020-11-13;5;4;2;3;3;5;4;4;3;2;2;3;2;2;263;0;1;1;0
2020-11-14;5;4;2;3;3;5;4;4;3;2;2;3;2;2;244;0;1;1;0
2020-11-15;5;4;2;3;3;5;4;4;3;2;2;3;2;2;193;0;1;1;0
2020-11-16;5;4;2;3;3;5;4;4;3;2;2;3;2;2;230;0;1;1;0
2020-11-17;5;4;2;3;3;5;4;4;3;2;2;3;2;2;290;0;1;1;0
2020-11-18;5;4;2;3;3;5;4;4;3;2;2;3;2;2;278;0;1;1;0
2020-11-19;5;4;2;3;3;5;4;4;3;2;2;3;2;2;355;0;1;1;0
2020-11-20;5;4;2;3;3;5;4;4;3;2;2;3;2;2;416;0;1;1;0
2020-11-21;5;4;2;3;3;5;4;4;3;2;2;3;2;2;142;0;1;1;0
2020-11-22;5;4;2;3;3;5;4;4;3;2;2;3;2;2;61;0;1;1;0
2020-11-23;5;4;2;3;3;5;4;4;3;2;2;3;2;2;233;0;1;1;0
2020-11-24;5;4;2;3;3;5;4;4;3;2;2;3;2;2;314;0;1;1;0
2020-11-25;5;4;2;3;3;5;4;4;3;2;2;3;2;2;235;0;1;1;0
2020-11-26;5;4;2;3;3;5;4;4;3;2;2;3;2;2;214;0;1;1;0
2020-11-27;5;4;2;3;3;5;4;4;3;2;2;3;2;2;210;0;1;1;0
2020-11-28;5;4;2;3;3;5;4;4;3;2;2;3;2;2;211;0;1;1;0
2020-11-29;5;4;2;3;3;5;4;4;3;2;2;3;2;2;97;0;1;1;0
2020-11-30;5;4;2;3;3;5;4;4;3;2;2;3;2;2;146;0;1;1;0
2020-12-01;5;4;2;3;3;5;4;4;3;2;2;3;2;2;325;0;1;1;0
2020-12-02;5;4;2;3;3;5;4;4;3;2;2;3;2;2;244;0;1;1;0
2020-12-03;5;4;2;3;3;5;4;4;3;2;2;3;2;2;266;0;1;1;0
2020-12-04;5;4;2;3;3;5;4;4;3;2;2;3;2;2;245;0;1;1;0
2020-12-05;5;4;2;3;3;5;4;4;3;2;2;3;2;2;161;0;1;1;0
2020-12-06;5;4;2;3;3;5;4;4;3;2;2;3;2;2;76;0;1;1;0
2020-12-07;5;4;2;3;3;5;4;4;3;2;2;3;2;2;177;0;1;1;0
2020-12-08;5;4;2;3;3;5;4;4;3;2;2;3;2;2;270;0;1;1;0
2020-12-09;5;4;2;3;3;5;4;4;3;2;2;3;2;2;282;0;1;1;0
2020-12-10;5;4;2;3;3;5;4;4;3;2;2;3;2;2;201;0;1;1;0
2020-12-11;5;4;2;3;3;5;4;4;3;2;2;3;2;2;244;0;1;1;0
2020-12-12;5;4;2;3;3;5;4;4;3;2;2;3;2;2;185;0;1;1;0
2020-12-13;5;4;2;3;3;5;4;4;3;2;2;3;2;2;148;0;1;1;0
2020-12-14;5;4;2;3;3;5;4;4;3;2;2;3;2;2;185;0;1;1;0
2020-12-15;5;4;2;3;3;5;4;4;3;2;2;3;2;2;351;0;1;1;0
2020-12-16;5;4;2;3;3;5;4;4;3;2;2;3;2;2;298;0;1;1;0
2020-12-17;5;4;2;3;3;5;4;4;3;2;2;3;2;2;285;0;1;1;0
2020-12-18;5;4;2;3;3;5;4;4;3;2;2;3;2;2;305;0;1;1;0
2020-12-19;5;4;2;3;3;5;4;4;3;2;2;3;2;2;283;0;1;1;0
2020-12-20;5;4;2;3;3;5;4;4;3;2;2;3;2;2;158;0;1;1;0
2020-12-21;5;4;2;3;3;5;4;4;3;2;2;3;2;2;205;0;1;1;0
2020-12-22;5;4;2;3;3;5;4;4;3;2;2;3;2;2;273;0;1;1;0
2020-12-23;5;4;2;3;3;5;4;4;3;2;2;3;2;2;349;0;1;1;0
2020-12-24;5;4;2;3;3;5;4;4;3;2;2;3;2;2;225;0;1;1;0
2020-12-25;5;4;2;3;3;5;4;4;3;2;2;3;2;2;91;0;1;1;0
2020-12-26;5;4;2;3;3;5;4;4;3;2;2;3;2;2;109;0;1;1;0
2020-12-27;5;4;2;3;3;5;4;4;3;2;2;3;2;2;125;0;1;1;0
2020-12-28;5;4;2;3;3;5;4;4;3;2;2;3;2;2;166;0;1;1;0
2020-12-29;5;4;2;3;3;5;4;4;3;2;2;3;2;2;243;0;1;1;0
2020-12-30;5;4;2;3;3;5;4;4;3;2;2;3;2;2;219;0;1;1;0
2020-12-31;5;4;2;3;3;5;4;4;3;2;2;3;2;2;114;0;1;1;0
2021-01-01;5;4;2;3;3;5;4;4;3;2;2;3;2;2;98;0;1;1;0
2021-01-02;5;4;2;3;3;5;4;4;3;2;2;3;2;2;114;0;1;1;0
2021-01-03;5;4;2;3;3;5;4;4;3;2;2;3;2;2;69;0;1;1;0
2021-01-04;5;4;2;3;3;5;4;4;3;2;2;3;2;2;174;0;1;1;0
2021-01-05;5;4;2;3;3;5;4;4;3;2;2;3;2;2;262;0;1;1;0
2021-01-06;5;4;2;3;3;5;4;4;3;2;2;3;2;2;190;0;1;1;0
2021-01-07;5;4;2;3;3;5;4;4;3;2;2;3;2;2;217;0;1;1;0
2021-01-08;5;4;2;3;3;5;4;4;3;2;2;3;2;2;211;0;1;1;0
2021-01-09;5;4;2;3;3;5;4;4;3;2;2;3;2;2;175;0;1;1;0
2021-01-10;5;4;2;3;3;5;4;4;3;2;2;3;2;2;80;0;1;1;0
2021-01-11;5;4;2;5;3;5;4;4;3;2;4;4;4;2;141;0;1;1;0
2021-01-12;5;4;2;5;3;5;4;4;3;2;4;4;4;2;216;0;1;1;0
2021-01-13;5;4;2;5;3;5;4;4;3;2;4;4;4;2;193;0;1;1;0
2021-01-14;5;4;2;5;3;5;4;4;3;2;4;4;4;2;189;0;1;1;0
2021-01-15;5;4;2;5;3;5;4;4;3;2;4;4;4;2;170;0;1;1;0
2021-01-16;5;4;2;5;3;5;4;4;3;2;4;4;4;2;143;0;1;1;0
2021-01-17;5;4;2;5;3;5;4;4;3;2;4;4;4;2;88;0;1;1;0
2021-01-18;5;4;2;5;3;5;4;4;3;2;4;4;4;2;118;0;1;1;0
2021-01-19;5;4;2;5;3;5;4;4;3;2;4;4;4;2;221;0;1;1;0
2021-01-20;5;4;2;5;3;5;4;4;3;2;4;4;4;2;168;0;1;1;0
2021-01-21;5;4;2;5;3;5;4;4;3;2;4;4;4;2;148;0;1;1;0
2021-01-22;5;4;2;5;3;5;4;4;3;2;4;4;4;2;191;0;1;1;0
2021-01-23;5;4;2;5;3;5;4;4;3;2;4;4;4;2;86;0;1;1;0
2021-01-24;5;4;2;5;3;5;4;4;3;2;4;4;4;2;79;0;1;1;0
2021-01-25;5;4;2;5;3;5;4;4;3;2;4;4;4;2;98;0;1;1;0
2021-01-26;5;4;2;5;3;5;4;4;3;2;4;4;4;2;151;0;1;1;0
2021-01-27;5;4;2;5;3;5;4;4;3;2;4;4;4;2;149;0;1;1;0
2021-01-28;5;4;2;5;3;5;4;4;3;2;4;4;4;2;68;0;1;1;0
2021-01-29;5;4;2;5;3;5;4;4;3;2;4;4;4;2;196;0;1;1;0
2021-01-30;5;4;2;5;3;5;4;4;3;2;4;4;4;2;116;0;1;1;0
2021-01-31;5;4;2;5;3;5;4;4;3;2;4;4;4;2;97;0;1;1;0
2021-02-01;5;4;2;5;3;5;4;4;3;2;4;4;4;2;105;0;1;1;0
2021-02-02;5;4;2;5;3;5;4;4;3;2;4;4;4;2;93;0;1;1;0
2021-02-03;5;4;2;5;3;5;4;4;3;2;4;4;4;2;156;0;1;1;0
2021-02-04;5;4;2;5;3;5;4;4;3;2;4;4;4;2;209;0;1;1;0
2021-02-05;5;4;2;5;3;5;4;4;3;2;4;4;4;2;129;0;1;1;0
2021-02-06;5;4;2;5;3;5;4;4;3;2;4;4;4;2;125;0;1;1;0
2021-02-07;5;4;2;5;3;5;4;4;3;2;4;4;4;2;43;0;1;1;0
2021-02-08;5;4;2;5;3;5;4;4;3;2;4;4;4;2;85;0;1;1;0
2021-02-09;5;4;2;5;3;5;4;4;3;2;4;4;4;2;105;0;1;1;0
2021-02-10;5;4;2;5;3;5;4;4;3;2;4;4;4;2;108;0;1;1;0
2021-02-11;5;4;2;5;3;5;4;4;3;2;4;4;4;2;149;0;1;1;0
2021-02-12;5;4;2;5;3;5;4;4;3;2;4;4;4;2;114;0;1;1;0
2021-02-13;5;4;2;5;3;5;4;4;3;2;4;4;4;2;105;0;1;1;0
2021-02-14;5;4;2;5;3;5;4;4;3;2;4;4;4;2;84;0;1;1;0
2021-02-15;5;4;2;5;3;5;4;4;3;2;4;4;4;2;76;0;1;1;0
2021-02-16;5;4;2;5;3;5;4;4;3;2;4;4;4;2;69;0;1;1;0
2021-02-17;5;4;2;5;3;5;4;4;3;2;4;4;4;2;168;0;1;1;0
2021-02-18;5;4;2;5;3;5;4;4;3;2;4;4;4;2;112;0;1;1;0
2021-02-19;5;4;2;5;3;5;4;4;3;2;4;4;4;2;121;0;1;1;0
2021-02-20;5;4;2;5;3;5;4;4;3;2;4;4;5;2;111;0;1;1;0
2021-02-21;5;4;2;5;3;5;4;4;3;2;4;4;5;2;85;0;1;1;0
2021-02-22;5;4;2;5;3;5;4;4;3;2;4;4;5;4;55;0;1;1;0
2021-02-23;5;4;2;5;3;5;4;4;3;2;4;4;5;4;128;0;1;1;0
2021-02-24;5;4;2;5;3;5;4;4;3;2;4;4;5;4;148;0;1;1;0
2021-02-25;5;4;2;5;3;5;4;4;3;2;4;4;5;4;106;0;1;1;0
2021-02-26;5;4;2;5;3;5;4;4;3;2;4;4;5;4;128;0;1;1;0
2021-02-27;5;4;2;5;3;5;4;4;3;2;4;4;5;4;134;0;1;1;0
2021-02-28;5;4;2;5;3;5;4;4;3;2;4;4;5;4;92;0;1;1;0
2021-03-01;5;4;2;5;3;5;4;4;3;2;4;4;5;4;104;0;1;1;0
2021-03-02;5;4;2;5;3;5;4;4;3;2;4;4;5;4;131;0;1;1;0
2021-03-03;5;4;2;5;3;5;4;4;3;2;4;4;5;4;89;0;1;1;0
2021-03-04;5;4;2;5;3;5;4;4;3;2;4;4;5;4;111;0;1;1;0
2021-03-05;5;4;2;5;3;5;4;4;3;2;4;4;5;4;140;0;1;1;0
2021-03-06;5;4;3;5;3;5;4;4;4;2;4;4;5;4;99;0;1;1;0
2021-03-07;5;4;3;5;3;5;4;4;4;2;4;4;5;4;32;0;1;1;0
2021-03-08;4;4;3;5;3;5;4;4;3;2;4;4;5;4;106;0;1;1;0
2021-03-09;4;4;3;5;3;5;4;4;3;2;4;4;5;4;154;0;1;1;0
2021-03-10;4;4;3;5;3;5;4;4;3;2;4;4;5;4;173;0;1;1;0
2021-03-11;4;4;3;5;3;5;4;4;3;2;4;4;5;4;239;0;1;1;0
2021-03-12;4;4;3;5;3;5;4;4;3;2;4;4;5;4;174;0;1;1;0
2021-03-13;4;4;3;5;3;5;4;4;3;2;4;4;5;4;152;0;1;1;0
2021-03-14;4;4;3;5;3;5;4;4;3;2;4;4;5;4;88;0;1;1;0
2021-03-15;4;4;3;5;3;5;4;4;3;2;4;4;5;4;184;0;1;1;0
2021-03-16;4;4;3;5;3;5;4;4;3;2;4;4;5;4;131;0;1;1;0
2021-03-17;4;4;3;5;3;5;4;4;3;2;4;4;5;4;262;0;1;1;0
2021-03-18;4;4;3;5;3;5;4;4;3;2;4;4;5;4;162;0;1;1;0
2021-03-19;4;4;3;5;3;5;4;4;3;2;4;4;5;4;164;0;1;1;0
2021-03-20;4;4;3;5;3;5;4;4;3;2;4;4;5;4;184;0;1;1;0
2021-03-21;4;4;3;5;3;5;4;4;3;2;4;4;5;4;152;0;1;1;0
2021-03-22;4;4;3;5;3;5;4;4;3;2;4;4;5;4;170;0;1;1;0
2021-03-23;4;4;3;5;3;5;4;4;3;2;4;4;5;4;207;0;1;1;0
2021-03-24;4;4;3;5;3;5;4;4;3;2;4;4;5;4;235;0;1;1;0
2021-03-25;4;4;3;5;3;5;4;4;3;2;4;4;5;4;313;0;1;1;0
2021-03-26;4;4;3;4;3;4;4;4;3;2;4;4;5;4;204;0;1;1;0
2021-03-27;4;4;3;4;3;4;4;4;3;2;4;4;5;4;240;0;1;1;0
2021-03-28;4;4;3;4;3;4;4;4;3;2;4;4;5;4;127;0;1;1;0
2021-03-29;4;4;3;4;3;4;4;4;3;2;4;4;5;4;169;0;1;1;0
2021-03-30;4;4;3;4;3;4;4;4;3;2;4;4;5;4;224;0;1;1;0
2021-03-31;4;4;3;4;3;4;4;4;3;2;4;4;5;4;251;0;1;1;0
2021-04-01;4;4;3;4;3;4;4;4;3;2;4;4;5;4;258;0;1;1;0
2021-04-02;4;4;3;4;3;4;4;4;3;2;4;4;5;4;284;0;1;1;0
2021-04-03;4;4;3;4;3;4;4;4;3;2;4;4;5;4;261;0;1;1;0
2021-04-04;4;4;3;4;3;4;4;4;3;2;4;4;5;4;132;0;1;1;0
2021-04-05;4;4;3;4;3;4;4;4;3;2;4;4;5;4;213;0;1;1;0
2021-04-06;4;4;3;4;3;4;4;4;3;2;4;4;5;4;156;0;1;1;0
2021-04-07;4;4;3;4;3;4;4;4;3;2;4;4;5;4;265;0;1;1;0
2021-04-08;4;4;3;4;3;4;4;4;3;2;4;4;5;4;261;0;1;1;0
2021-04-09;4;4;3;4;3;4;4;4;4;2;4;4;5;4;214;0;1;1;0
2021-04-10;4;4;3;4;3;4;4;4;4;2;4;4;5;4;297;0;1;1;0
2021-04-11;4;4;3;4;3;4;4;4;4;3;4;4;5;4;350;0;1;1;0
2021-04-12;4;4;3;4;3;4;4;4;4;3;4;4;5;4;179;0;1;1;0
2021-04-13;4;4;3;4;3;4;4;4;4;3;4;4;5;4;302;0;1;1;0
2021-04-14;4;4;3;4;3;4;4;4;4;3;4;4;5;4;340;0;1;1;0
2021-04-15;4;4;3;4;3;4;4;4;4;3;4;4;5;4;244;0;1;1;0
2021-04-16;4;4;3;4;3;4;4;4;4;3;4;4;5;4;354;0;1;1;0
2021-04-17;4;4;3;4;3;4;4;4;4;3;4;4;5;4;324;0;1;1;0
2021-04-18;4;4;3;4;3;4;4;4;4;3;4;4;5;4;403;0;1;1;0
2021-04-19;4;4;3;4;3;4;4;4;4;3;4;4;5;4;309;0;1;1;0
2021-04-20;4;4;3;4;3;4;4;4;4;3;4;4;5;4;335;0;1;1;0
2021-04-21;4;4;3;4;3;4;4;4;4;3;4;4;5;4;435;0;1;1;0
2021-04-22;4;4;3;4;3;4;4;4;4;3;4;4;5;4;515;0;1;1;0
2021-04-23;4;4;3;4;3;4;4;4;4;4;5;4;5;4;412;0;1;0;1
2021-04-24;4;4;3;4;3;4;4;4;4;4;5;4;5;4;338;0;1;0;1
2021-04-25;4;4;3;4;3;4;4;4;4;4;5;4;5;4;315;0;1;0;1
2021-04-26;4;4;3;4;3;4;4;4;4;4;5;4;5;4;258;0;1;0;1
2021-04-27;4;4;3;4;3;4;4;4;4;4;5;4;5;4;228;0;1;0;1
2021-04-28;4;4;3;4;3;4;4;4;4;4;5;4;5;4;302;0;1;0;1
2021-04-29;4;4;3;4;3;4;4;4;4;4;5;4;5;4;292;0;1;0;1
2021-04-30;4;4;3;4;3;4;4;4;4;4;5;4;5;4;291;0;1;0;1
2021-05-01;4;4;3;4;3;4;4;4;4;3;3;4;5;3;416;0;1;0;1
2021-05-02;4;4;3;4;3;4;4;4;4;3;3;4;5;3;251;0;1;0;1
2021-05-03;4;4;3;4;3;4;4;4;4;3;3;4;5;3;184;0;1;0;1
2021-05-04;4;4;3;4;3;4;4;4;4;3;3;4;5;3;247;0;1;0;1
2021-05-05;4;4;3;4;3;4;4;4;4;3;3;4;5;3;312;0;1;0;1
2021-05-06;4;4;3;4;3;4;4;4;4;3;3;4;5;3;240;0;1;0;1
2021-05-07;4;4;3;4;3;4;4;4;4;3;3;4;5;3;206;0;1;0;1
2021-05-08;4;4;3;4;3;4;4;4;4;3;3;4;5;3;250;0;1;0;1
2021-05-09;4;4;3;4;3;4;4;4;4;3;3;4;5;3;188;0;1;0;1
2021-05-10;4;4;3;4;3;4;4;4;5;3;3;4;5;3;74;0;1;0;1
2021-05-11;4;4;3;4;3;4;4;4;5;3;3;4;5;3;170;0;1;0;1
2021-05-12;4;4;3;4;3;4;4;4;5;3;3;4;5;3;194;0;1;0;1
2021-05-13;4;4;3;4;3;4;4;4;4;3;3;4;5;3;122;0;1;0;1
2021-05-14;4;4;3;4;3;4;4;4;4;3;3;4;5;3;68;0;1;0;1
2021-05-15;4;4;3;4;3;4;4;4;4;3;3;4;5;3;208;0;1;0;1
2021-05-16;4;4;3;4;3;4;4;4;4;3;3;4;5;3;295;0;1;0;1
2021-05-17;4;4;3;4;3;4;4;4;4;3;3;4;5;3;57;0;1;0;1
2021-05-18;4;4;3;4;3;4;4;4;4;3;3;4;5;3;174;0;1;0;1
2021-05-19;4;4;3;4;3;4;4;4;4;3;3;4;5;3;111;0;1;0;1
2021-05-20;4;4;3;4;3;4;4;4;4;3;3;4;5;3;108;0;1;0;1
2021-05-21;4;4;3;4;3;4;4;4;4;3;3;4;5;3;154;0;1;0;1
2021-05-22;4;4;3;4;3;4;4;4;4;3;3;4;5;3;87;0;1;0;1
2021-05-23;4;4;3;4;3;4;4;4;4;3;3;4;5;3;55;0;1;0;1
2021-05-24;4;4;3;4;3;4;4;4;4;3;3;4;5;3;77;0;1;0;1
2021-05-25;4;4;3;4;3;4;4;4;4;3;3;4;5;3;44;0;1;0;1
2021-05-26;4;4;3;4;3;4;4;4;4;3;3;4;5;3;84;0;1;0;1
2021-05-27;4;4;3;4;3;4;4;4;4;3;3;4;5;3;94;0;1;0;1
2021-05-28;4;3;3;3;3;3;3;2;4;3;3;4;5;3;58;0;1;0;1
2021-05-29;4;3;3;3;3;3;3;2;4;3;3;4;5;3;74;0;1;0;1
2021-05-30;4;3;3;3;3;3;3;2;4;3;3;4;5;3;29;0;1;0;1
2021-05-31;4;3;3;3;3;3;3;2;4;3;3;4;5;3;48;0;1;0;1
2021-06-01;4;3;3;3;3;3;3;2;4;3;3;4;5;3;60;0;1;0;1
2021-06-02;2;3;4;3;2;3;3;2;4;3;3;3;5;3;74;0;1;1;0
2021-06-03;2;3;4;3;2;3;3;2;4;3;3;3;5;3;29;0;1;1;0
2021-06-04;2;3;4;3;2;3;3;2;4;3;3;3;5;3;35;0;1;1;0
2021-06-05;2;3;4;3;2;3;3;2;4;3;3;3;5;3;32;0;1;1;0
2021-06-06;2;3;4;3;2;3;3;2;4;3;3;3;5;3;18;0;1;1;0
2021-06-07;2;3;4;3;2;3;3;2;4;3;3;3;5;3;22;0;1;1;0
2021-06-08;2;3;4;3;2;3;3;2;4;3;3;3;5;3;52;0;1;1;0
2021-06-09;2;2;4;3;2;3;2;1;4;1;1;3;5;3;48;0;1;1;0
2021-06-10;2;2;4;3;2;3;2;1;4;1;1;3;5;3;50;0;1;1;0
2021-06-11;2;2;4;3;2;3;2;1;4;1;1;3;5;3;26;0;1;1;0
2021-06-12;2;2;4;3;2;3;2;1;4;1;1;3;5;3;18;0;1;1;0
2021-06-13;2;2;4;3;2;3;2;1;4;1;1;3;5;3;18;0;1;1;0
2021-06-14;2;2;4;3;2;3;2;1;4;1;1;3;5;3;23;0;1;1;0
2021-06-15;2;2;4;3;2;3;2;1;4;1;1;3;5;3;20;0;1;1;0
2021-06-16;2;2;4;3;2;3;2;1;4;1;1;3;5;3;22;0;1;1;0
2021-06-17;2;2;4;3;2;3;2;1;4;1;1;3;5;3;15;0;1;1;0
2021-06-18;2;2;4;3;2;3;2;1;4;1;1;3;5;3;20;0;1;1;0
2021-06-19;2;2;4;3;2;3;2;1;4;1;1;3;5;3;18;0;1;1;0
2021-06-20;2;2;4;3;2;3;2;1;4;1;1;3;5;3;12;0;1;1;0
2021-06-21;2;2;4;3;2;3;2;1;4;1;1;3;5;3;6;0;1;1;0
2021-06-22;2;2;4;3;2;3;2;1;4;1;1;3;5;3;12;0;1;1;0
2021-06-23;2;2;4;3;2;3;2;1;4;1;1;3;5;3;19;0;1;1;0
2021-06-24;2;2;4;3;2;3;2;1;4;1;1;3;5;3;20;0;1;1;0
2021-06-25;2;2;4;3;2;3;2;1;4;1;1;3;5;4;13;0;1;1;0
2021-06-26;2;2;4;3;2;3;2;1;4;1;1;3;5;4;14;0;1;1;0
2021-06-27;2;2;4;3;2;3;2;1;4;1;1;3;5;4;9;0;1;1;0
2021-06-28;2;2;4;3;2;3;2;1;4;1;1;3;5;4;21;0;1;1;0
2021-06-29;2;2;4;3;2;3;2;1;4;1;1;3;5;4;11;0;1;1;0
2021-06-30;2;2;4;3;2;3;2;1;4;1;1;3;5;4;25;0;1;1;0
2021-07-01;2;2;4;3;2;3;2;1;4;1;1;3;5;4;18;0;1;1;0
2021-07-02;2;2;4;3;2;3;2;1;4;1;1;3;5;4;14;0;1;1;0
2021-07-03;2;2;4;3;2;3;2;1;4;1;1;3;5;4;16;0;1;1;0
2021-07-04;2;2;4;3;2;3;2;1;4;1;1;3;5;4;19;0;1;1;0
2021-07-05;2;2;4;3;2;3;2;1;4;1;1;3;5;4;7;0;1;1;0
2021-07-06;2;2;4;3;2;3;2;1;4;1;1;3;5;4;22;0;1;1;0
2021-07-07;2;2;4;3;2;3;2;1;4;1;1;3;5;4;36;0;1;1;0
2021-07-08;2;2;4;3;2;3;2;1;4;1;1;3;5;4;25;0;1;1;0
2021-07-09;2;2;4;3;2;3;2;1;4;1;1;3;5;4;33;0;1;1;0
2021-07-10;2;2;4;3;2;3;2;1;4;1;1;3;5;4;30;0;1;1;0
2021-07-11;2;2;4;3;2;3;2;1;4;1;1;3;5;4;16;0;1;1;0
2021-07-12;2;2;4;3;2;3;2;1;4;1;1;3;5;4;28;0;1;1;0
2021-07-13;2;2;4;3;2;3;2;1;4;1;1;3;5;4;44;0;1;1;0
2021-07-14;2;2;4;3;2;3;2;1;4;1;1;3;5;4;45;0;1;1;0
2021-07-15;2;2;4;3;2;3;2;1;4;1;1;3;5;4;31;0;1;1;0
2021-07-16;2;2;4;3;2;3;2;1;4;1;1;3;5;4;34;0;1;1;0
2021-07-17;2;2;4;3;2;3;2;1;4;1;1;3;5;4;69;0;1;1;0
2021-07-18;2;2;4;3;2;3;2;1;4;1;1;3;5;4;24;0;1;1;0
2021-07-19;2;2;4;3;2;3;2;1;4;1;1;3;5;4;36;0;1;1;0
2021-07-20;2;2;4;3;2;3;2;1;4;1;1;3;5;4;40;0;1;1;0
2021-07-21;2;2;4;3;2;3;2;1;4;1;1;3;5;4;53;0;1;1;0
2021-07-22;2;2;4;3;2;3;2;1;4;1;1;3;5;4;81;0;1;1;0
2021-07-23;2;2;4;3;2;3;2;1;4;1;1;3;5;4;68;0;1;1;0
2021-07-24;2;2;4;3;2;3;2;1;4;1;1;3;5;4;56;0;1;1;0
2021-07-25;2;2;4;3;2;3;2;1;4;1;1;3;5;4;27;0;1;1;0
2021-07-26;2;2;4;3;2;3;2;1;4;1;1;3;5;4;18;0;1;1;0
2021-07-27;2;2;4;3;2;3;2;1;4;1;1;3;5;4;82;0;1;1;0
2021-07-28;2;2;4;3;2;3;2;1;4;1;1;3;5;4;65;0;1;1;0
2021-07-29;2;2;4;3;2;3;2;1;4;1;1;3;5;4;74;0;1;1;0
2021-07-30;2;2;4;3;2;3;2;1;4;1;1;3;5;4;50;0;1;1;0
2021-07-31;2;2;4;3;2;3;2;1;4;1;1;3;5;4;84;0;1;1;0
